"","gene_id","gene_name","seq_name","gene_biotype","description"
"25215","ENSMUSG00000024694","Keg1","19","protein_coding","kidney expressed gene 1 [Source:MGI Symbol;Acc:MGI:1928492]"
"25216","ENSMUSG00000084981","Gm15962","19","lncRNA","predicted gene 15962 [Source:MGI Symbol;Acc:MGI:3802141]"
"25217","ENSMUSG00000079415","Cntf","19","protein_coding","ciliary neurotrophic factor [Source:MGI Symbol;Acc:MGI:88439]"
"25218","ENSMUSG00000118491","Gm44505","19","protein_coding","predicted readthrough transcript (NMD candidate), 44505 [Source:MGI Symbol;Acc:MGI:3845910]"
"25219","ENSMUSG00000024695","Zfp91","19","protein_coding","zinc finger protein 91 [Source:MGI Symbol;Acc:MGI:104854]"
"25220","ENSMUSG00000024696","Lpxn","19","protein_coding","leupaxin [Source:MGI Symbol;Acc:MGI:2147677]"
"25221","ENSMUSG00000091014","Gm5244","19","protein_coding","predicted pseudogene 5244 [Source:MGI Symbol;Acc:MGI:3646958]"
"25222","ENSMUSG00000046272","Or5b21","19","protein_coding","olfactory receptor family 5 subfamily B member 21 [Source:MGI Symbol;Acc:MGI:3031278]"
"25223","ENSMUSG00000045126","Or5b12b","19","protein_coding","olfactory receptor family 5 subfamily B member 12B [Source:MGI Symbol;Acc:MGI:3031279]"
"25224","ENSMUSG00000057817","Or5b96","19","protein_coding","olfactory receptor family 5 subfamily B member 96 [Source:MGI Symbol;Acc:MGI:3031280]"
"25225","ENSMUSG00000060303","Or5b97","19","protein_coding","olfactory receptor family 5 subfamily B member 97 [Source:MGI Symbol;Acc:MGI:3031281]"
"25226","ENSMUSG00000121418","","19","lncRNA","novel transcript"
"25227","ENSMUSG00000112693","Gm5512","19","transcribed_unprocessed_pseudogene","predicted gene 5512 [Source:MGI Symbol;Acc:MGI:3645436]"
"25228","ENSMUSG00000048456","Or5b12","19","protein_coding","olfactory receptor family 5 subfamily B member 12 [Source:MGI Symbol;Acc:MGI:3031282]"
"25229","ENSMUSG00000049498","Or5b24","19","protein_coding","olfactory receptor family 5 subfamily B member 24 [Source:MGI Symbol;Acc:MGI:3031283]"
"25230","ENSMUSG00000062892","Or5b98","19","protein_coding","olfactory receptor family 5 subfamily B member 98 [Source:MGI Symbol;Acc:MGI:3031284]"
"25231","ENSMUSG00000046913","Or5b99","19","protein_coding","olfactory receptor family 5 subfamily B member 99 [Source:MGI Symbol;Acc:MGI:3031285]"
"25232","ENSMUSG00000109148","Or5b100-ps1","19","protein_coding","olfactory receptor family 5 subfamily B member 100, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031286]"
"25233","ENSMUSG00000094755","Or5b101","19","protein_coding","olfactory receptor family 5 subfamily B member 101 [Source:MGI Symbol;Acc:MGI:3031287]"
"25234","ENSMUSG00000094986","Or5b102","19","protein_coding","olfactory receptor family 5 subfamily B member 102 [Source:MGI Symbol;Acc:MGI:3031288]"
"25235","ENSMUSG00000109126","Or5b103-ps1","19","unprocessed_pseudogene","olfactory receptor family 5 subfamily B member 103, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031289]"
"25236","ENSMUSG00000067482","Or5b125-ps1","19","unprocessed_pseudogene","olfactory receptor family 5 subfamily B member 125, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031290]"
"25237","ENSMUSG00000061637","Or5b104","19","protein_coding","olfactory receptor family 5 subfamily B member 104 [Source:MGI Symbol;Acc:MGI:3031291]"
"25238","ENSMUSG00000062844","Or5b105","19","protein_coding","olfactory receptor family 5 subfamily B member 105 [Source:MGI Symbol;Acc:MGI:3031292]"
"25239","ENSMUSG00000057503","Or5b106","19","protein_coding","olfactory receptor family 5 subfamily B member 106 [Source:MGI Symbol;Acc:MGI:3031293]"
"25240","ENSMUSG00000109415","Or5u1-ps1","19","unprocessed_pseudogene","olfactory receptor family 5 subfamily U member 1, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031294]"
"25241","ENSMUSG00000045883","Or5b107","19","protein_coding","olfactory receptor family 5 subfamily B member 107 [Source:MGI Symbol;Acc:MGI:3031295]"
"25242","ENSMUSG00000094721","Or5b108","19","protein_coding","olfactory receptor family 5 subfamily B member 108 [Source:MGI Symbol;Acc:MGI:3031296]"
"25243","ENSMUSG00000096365","Or5b109","19","protein_coding","olfactory receptor family 5 subfamily B member 109 [Source:MGI Symbol;Acc:MGI:3031297]"
"25244","ENSMUSG00000109100","Or5b110-ps1","19","protein_coding","olfactory receptor family 5 subfamily B member 110, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031298]"
"25245","ENSMUSG00000119251","Gm22443","19","snRNA","predicted gene, 22443 [Source:MGI Symbol;Acc:MGI:5452220]"
"25246","ENSMUSG00000062199","Or5b111","19","protein_coding","olfactory receptor family 5 subfamily B member 111 [Source:MGI Symbol;Acc:MGI:3031299]"
"25247","ENSMUSG00000096485","Or5b112","19","protein_coding","olfactory receptor family 5 subfamily B member 112 [Source:MGI Symbol;Acc:MGI:3031300]"
"25248","ENSMUSG00000049015","Or5b113","19","protein_coding","olfactory receptor family 5 subfamily B member 113 [Source:MGI Symbol;Acc:MGI:3031301]"
"25249","ENSMUSG00000109544","Or5b114-ps1","19","protein_coding","olfactory receptor family 5 subfamily B member 114, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031302]"
"25250","ENSMUSG00000108881","Gm44849","19","processed_pseudogene","predicted gene 44849 [Source:MGI Symbol;Acc:MGI:5753425]"
"25251","ENSMUSG00000063777","Or5b3","19","protein_coding","olfactory receptor family 5 subfamily B member 3 [Source:MGI Symbol;Acc:MGI:3031303]"
"25252","ENSMUSG00000109230","Or5b115-ps1","19","unprocessed_pseudogene","olfactory receptor family 5 subfamily B member 115, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031304]"
"25253","ENSMUSG00000096320","Or5b116","19","protein_coding","olfactory receptor family 5 subfamily B member 116 [Source:MGI Symbol;Acc:MGI:3031305]"
"25254","ENSMUSG00000095189","Or5b117","19","protein_coding","olfactory receptor family 5 subfamily B member 117 [Source:MGI Symbol;Acc:MGI:3031306]"
"25255","ENSMUSG00000109573","Or5bc4-ps1","19","unprocessed_pseudogene","olfactory receptor family 5 subfamily BC member 4, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031307]"
"25256","ENSMUSG00000096273","Or5b118","19","protein_coding","olfactory receptor family 5 subfamily B member 118 [Source:MGI Symbol;Acc:MGI:3031308]"
"25257","ENSMUSG00000096708","Or5b119","19","protein_coding","olfactory receptor family 5 subfamily B member 119 [Source:MGI Symbol;Acc:MGI:3031309]"
"25258","ENSMUSG00000109189","Or5aa2-ps1","19","unprocessed_pseudogene","olfactory receptor family 5 subfamily AA member 2, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031310]"
"25259","ENSMUSG00000071629","Or5b120","19","protein_coding","olfactory receptor family 5 subfamily B member 120 [Source:MGI Symbol;Acc:MGI:3031311]"
"25260","ENSMUSG00000109184","Or5aa3-ps1","19","unprocessed_pseudogene","olfactory receptor family 5 subfamily AA member 3, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031312]"
"25261","ENSMUSG00000108887","Or5x1-ps1","19","unprocessed_pseudogene","olfactory receptor family 5 subfamily X member 1, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031313]"
"25262","ENSMUSG00000118174","Gm3188","19","processed_pseudogene","predicted gene 3188 [Source:MGI Symbol;Acc:MGI:3781367]"
"25263","ENSMUSG00000095484","Or5b121","19","protein_coding","olfactory receptor family 5 subfamily B member 121 [Source:MGI Symbol;Acc:MGI:3031314]"
"25264","ENSMUSG00000108945","Olfr1481-ps1","19","unprocessed_pseudogene","olfactory receptor 1481, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031315]"
"25265","ENSMUSG00000109319","Olfr1482-ps1","19","unprocessed_pseudogene","olfactory receptor 1482, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031316]"
"25266","ENSMUSG00000108974","Or5aa1-ps1","19","unprocessed_pseudogene","olfactory receptor family 5 subfamily AA member 1, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031317]"
"25267","ENSMUSG00000096289","Or5b122","19","protein_coding","olfactory receptor family 5 subfamily B member 122 [Source:MGI Symbol;Acc:MGI:3031318]"
"25268","ENSMUSG00000109496","Olfr1485-ps1","19","unprocessed_pseudogene","olfactory receptor 1485, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031319]"
"25269","ENSMUSG00000109343","Or5x2-ps1","19","unprocessed_pseudogene","olfactory receptor family 5 subfamily X member 2, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031320]"
"25270","ENSMUSG00002075623","Gm55220","19","miRNA","predicted gene, 55220 [Source:MGI Symbol;Acc:MGI:6846912]"
"25271","ENSMUSG00002076425","Gm55221","19","miRNA","predicted gene, 55221 [Source:MGI Symbol;Acc:MGI:6846914]"
"25272","ENSMUSG00000094846","Or5b123","19","protein_coding","olfactory receptor family 5 subfamily B member 123 [Source:MGI Symbol;Acc:MGI:3031321]"
"25273","ENSMUSG00000109285","Olfr1488-ps1","19","unprocessed_pseudogene","olfactory receptor 1488, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031322]"
"25274","ENSMUSG00000045678","Or5b124","19","protein_coding","olfactory receptor family 5 subfamily B member 124 [Source:MGI Symbol;Acc:MGI:3031323]"
"25275","ENSMUSG00000077291","Gm24124","19","snoRNA","predicted gene, 24124 [Source:MGI Symbol;Acc:MGI:5453901]"
"25276","ENSMUSG00000061387","Or10w1","19","protein_coding","olfactory receptor family 10 subfamily W member 1 [Source:MGI Symbol;Acc:MGI:3031324]"
"25277","ENSMUSG00000051156","Or10q1b","19","protein_coding","olfactory receptor family 10 subfamily Q member 1B [Source:MGI Symbol;Acc:MGI:3031325]"
"25278","ENSMUSG00000109527","Or9d1-ps1","19","unprocessed_pseudogene","olfactory receptor family 9 subfamily D member 1, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031326]"
"25279","ENSMUSG00000109520","Or10w3","19","protein_coding","olfactory receptor family 10 subfamily W member 3 [Source:MGI Symbol;Acc:MGI:3031327]"
"25280","ENSMUSG00000050865","Or10q1","19","protein_coding","olfactory receptor family 10 subfamily Q member 1 [Source:MGI Symbol;Acc:MGI:3031328]"
"25281","ENSMUSG00000047207","Or10q12","19","protein_coding","olfactory receptor family 10 subfamily Q member 12 [Source:MGI Symbol;Acc:MGI:3031329]"
"25282","ENSMUSG00000048356","Or1s2","19","protein_coding","olfactory receptor family 1 subfamily S member 1 [Source:MGI Symbol;Acc:MGI:3031330]"
"25283","ENSMUSG00000044040","Or9q2","19","protein_coding","olfactory receptor family 9 subfamily Q member 2 [Source:MGI Symbol;Acc:MGI:3031331]"
"25284","ENSMUSG00000109530","Or9i13-ps1","19","unprocessed_pseudogene","olfactory receptor family 9 subfamily I member 13, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031332]"
"25285","ENSMUSG00000045395","Or9i14","19","protein_coding","olfactory receptor family 9 subfamily I member 14 [Source:MGI Symbol;Acc:MGI:3031333]"
"25286","ENSMUSG00000054526","Or9q1","19","protein_coding","olfactory receptor family 9 subfamily Q member 1 [Source:MGI Symbol;Acc:MGI:3031334]"
"25287","ENSMUSG00000057270","Or9i2","19","protein_coding","olfactory receptor family 9 subfamily I member 2 [Source:MGI Symbol;Acc:MGI:3031335]"
"25288","ENSMUSG00000056858","Or9i1","19","protein_coding","olfactory receptor family 9 subfamily I member 1 [Source:MGI Symbol;Acc:MGI:3031336]"
"25289","ENSMUSG00000058078","Or9i15-ps1","19","unprocessed_pseudogene","olfactory receptor family 9 subfamily I member 15, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031337]"
"25290","ENSMUSG00000059105","Or9i16","19","protein_coding","olfactory receptor family 9 subfamily I member 16 [Source:MGI Symbol;Acc:MGI:3031338]"
"25291","ENSMUSG00000062314","Or9i1b","19","protein_coding","olfactory receptor family 9 subfamily I member 1B [Source:MGI Symbol;Acc:MGI:3031339]"
"25292","ENSMUSG00000098074","Gm26993","19","processed_pseudogene","predicted gene, 26993 [Source:MGI Symbol;Acc:MGI:5504108]"
"25293","ENSMUSG00000024642","Tle4","19","protein_coding","transducin-like enhancer of split 4 [Source:MGI Symbol;Acc:MGI:104633]"
"25294","ENSMUSG00000120068","Gm56647","19","lncRNA","predicted gene, 56647 [Source:MGI Symbol;Acc:MGI:7337208]"
"25295","ENSMUSG00000103488","Gm37997","19","TEC","predicted gene, 37997 [Source:MGI Symbol;Acc:MGI:5611225]"
"25296","ENSMUSG00002076668","Gm55236","19","snRNA","predicted gene, 55236 [Source:MGI Symbol;Acc:MGI:6846944]"
"25297","ENSMUSG00000120901","Gm56668","19","lncRNA","predicted gene, 56668 [Source:MGI Symbol;Acc:MGI:7337250]"
"25298","ENSMUSG00000063586","Gm5513","19","processed_pseudogene","predicted pseudogene 5513 [Source:MGI Symbol;Acc:MGI:3645437]"
"25299","ENSMUSG00000118757","Gm24319","19","snRNA","predicted gene, 24319 [Source:MGI Symbol;Acc:MGI:5454096]"
"25300","ENSMUSG00000117995","Gm50348","19","lncRNA","predicted gene, 50348 [Source:MGI Symbol;Acc:MGI:6303228]"
"25301","ENSMUSG00000024640","Psat1","19","protein_coding","phosphoserine aminotransferase 1 [Source:MGI Symbol;Acc:MGI:2183441]"
"25302","ENSMUSG00000090147","Gm3329","19","processed_pseudogene","predicted gene 3329 [Source:MGI Symbol;Acc:MGI:3781507]"
"25303","ENSMUSG00000041491","Cep78","19","protein_coding","centrosomal protein 78 [Source:MGI Symbol;Acc:MGI:1924386]"
"25304","ENSMUSG00000097557","C130060C02Rik","19","lncRNA","RIKEN cDNA C130060C02 gene [Source:MGI Symbol;Acc:MGI:3041192]"
"25305","ENSMUSG00000117711","Rpl37-ps1","19","processed_pseudogene","ribosomal protein 37, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3646957]"
"25306","ENSMUSG00000024639","Gnaq","19","protein_coding","guanine nucleotide binding protein, alpha q polypeptide [Source:MGI Symbol;Acc:MGI:95776]"
"25307","ENSMUSG00000057990","Gm53055","19","processed_pseudogene","predicted gene 53055 [Source:MGI Symbol;Acc:MGI:6435211]"
"25308","ENSMUSG00000075268","Gm10819","19","processed_pseudogene","predicted gene 10819 [Source:MGI Symbol;Acc:MGI:3642135]"
"25309","ENSMUSG00000078528","Gm17068","19","processed_pseudogene","predicted gene 17068 [Source:MGI Symbol;Acc:MGI:4937895]"
"25310","ENSMUSG00000098718","Mir496b","19","miRNA","microRNA 496b [Source:MGI Symbol;Acc:MGI:5531410]"
"25311","ENSMUSG00000118142","Gm19312","19","processed_pseudogene","predicted gene, 19312 [Source:MGI Symbol;Acc:MGI:5011497]"
"25312","ENSMUSG00000118033","Gm50362","19","lncRNA","predicted gene, 50362 [Source:MGI Symbol;Acc:MGI:6303250]"
"25313","ENSMUSG00000024697","Gna14","19","protein_coding","guanine nucleotide binding protein, alpha 14 [Source:MGI Symbol;Acc:MGI:95769]"
"25314","ENSMUSG00000117699","Gm8222","19","processed_pseudogene","predicted gene 8222 [Source:MGI Symbol;Acc:MGI:3643833]"
"25315","ENSMUSG00000118023","Gm50363","19","processed_pseudogene","predicted gene, 50363 [Source:MGI Symbol;Acc:MGI:6303252]"
"25316","ENSMUSG00000046230","Vps13a","19","protein_coding","vacuolar protein sorting 13A [Source:MGI Symbol;Acc:MGI:2444304]"
"25317","ENSMUSG00000114931","Gm32256","19","processed_pseudogene","predicted gene, 32256 [Source:MGI Symbol;Acc:MGI:5591415]"
"25318","ENSMUSG00000118126","Gm32341","19","lncRNA","predicted gene, 32341 [Source:MGI Symbol;Acc:MGI:5591500]"
"25319","ENSMUSG00000056829","Foxb2","19","protein_coding","forkhead box B2 [Source:MGI Symbol;Acc:MGI:1347468]"
"25320","ENSMUSG00000039126","Prune2","19","protein_coding","prune homolog 2 [Source:MGI Symbol;Acc:MGI:1925004]"
"25321","ENSMUSG00002075332","Gm55264","19","misc_RNA","predicted gene, 55264 [Source:MGI Symbol;Acc:MGI:6846999]"
"25322","ENSMUSG00002076046","Gm55265","19","misc_RNA","predicted gene, 55265 [Source:MGI Symbol;Acc:MGI:6847001]"
"25323","ENSMUSG00000117941","Gm50276","19","lncRNA","predicted gene, 50276 [Source:MGI Symbol;Acc:MGI:6303107]"
"25324","ENSMUSG00000118367","Gm50277","19","lncRNA","predicted gene, 50277 [Source:MGI Symbol;Acc:MGI:6303109]"
"25325","ENSMUSG00000117946","Gm50280","19","processed_pseudogene","predicted gene, 50280 [Source:MGI Symbol;Acc:MGI:6303114]"
"25326","ENSMUSG00000038843","Gcnt1","19","protein_coding","glucosaminyl (N-acetyl) transferase 1, core 2 [Source:MGI Symbol;Acc:MGI:95676]"
"25327","ENSMUSG00000024712","Rfk","19","protein_coding","riboflavin kinase [Source:MGI Symbol;Acc:MGI:1914688]"
"25328","ENSMUSG00000024713","Pcsk5","19","protein_coding","proprotein convertase subtilisin/kexin type 5 [Source:MGI Symbol;Acc:MGI:97515]"
"25329","ENSMUSG00000118270","Gm17819","19","processed_pseudogene","predicted gene, 17819 [Source:MGI Symbol;Acc:MGI:5010004]"
"25330","ENSMUSG00000088370","Gm22880","19","snRNA","predicted gene, 22880 [Source:MGI Symbol;Acc:MGI:5452657]"
"25331","ENSMUSG00000118079","Gm50181","19","lncRNA","predicted gene, 50181 [Source:MGI Symbol;Acc:MGI:6302952]"
"25332","ENSMUSG00000119544","Gm55288","19","miRNA","predicted gene, 55288 [Source:MGI Symbol;Acc:MGI:6847047]"
"25333","ENSMUSG00000117822","Eef1a1-ps1","19","processed_pseudogene","eukaryotic translation elongation factor 1 alpha 1, pseudogene 1 [Source:MGI Symbol;Acc:MGI:2388571]"
"25334","ENSMUSG00002076798","Gm55289","19","miRNA","predicted gene, 55289 [Source:MGI Symbol;Acc:MGI:6847049]"
"25335","ENSMUSG00000117687","Gm50182","19","lncRNA","predicted gene, 50182 [Source:MGI Symbol;Acc:MGI:6302954]"
"25336","ENSMUSG00000117774","Gm18610","19","processed_pseudogene","predicted gene, 18610 [Source:MGI Symbol;Acc:MGI:5010795]"
"25337","ENSMUSG00000118192","Gm50183","19","processed_pseudogene","predicted gene, 50183 [Source:MGI Symbol;Acc:MGI:6302956]"
"25338","ENSMUSG00000024725","Ostf1","19","protein_coding","osteoclast stimulating factor 1 [Source:MGI Symbol;Acc:MGI:700012]"
"25339","ENSMUSG00000080783","Gm8250","19","processed_pseudogene","predicted gene 8250 [Source:MGI Symbol;Acc:MGI:3647615]"
"25340","ENSMUSG00000037847","Nmrk1","19","protein_coding","nicotinamide riboside kinase 1 [Source:MGI Symbol;Acc:MGI:2147434]"
"25341","ENSMUSG00000024726","Carnmt1","19","protein_coding","carnosine N-methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1914633]"
"25342","ENSMUSG00000047044","D030056L22Rik","19","protein_coding","RIKEN cDNA D030056L22 gene [Source:MGI Symbol;Acc:MGI:3583960]"
"25343","ENSMUSG00000117878","Gm50202","19","lncRNA","predicted gene, 50202 [Source:MGI Symbol;Acc:MGI:6302983]"
"25344","ENSMUSG00000064941","Gm23238","19","snRNA","predicted gene, 23238 [Source:MGI Symbol;Acc:MGI:5453015]"
"25345","ENSMUSG00000024727","Trpm6","19","protein_coding","transient receptor potential cation channel, subfamily M, member 6 [Source:MGI Symbol;Acc:MGI:2675603]"
"25346","ENSMUSG00002075776","Gm55298","19","misc_RNA","predicted gene, 55298 [Source:MGI Symbol;Acc:MGI:6847067]"
"25347","ENSMUSG00000036192","Rorb","19","protein_coding","RAR-related orphan receptor beta [Source:MGI Symbol;Acc:MGI:1343464]"
"25348","ENSMUSG00000117909","Gm50212","19","lncRNA","predicted gene, 50212 [Source:MGI Symbol;Acc:MGI:6303001]"
"25349","ENSMUSG00000088907","Gm25437","19","snoRNA","predicted gene, 25437 [Source:MGI Symbol;Acc:MGI:5455214]"
"25350","ENSMUSG00000118109","Gm41815","19","lncRNA","predicted gene, 41815 [Source:MGI Symbol;Acc:MGI:5624700]"
"25351","ENSMUSG00000118167","Gm50216","19","lncRNA","predicted gene, 50216 [Source:MGI Symbol;Acc:MGI:6303008]"
"25352","ENSMUSG00000118150","Gm3728","19","lncRNA","predicted gene 3728 [Source:MGI Symbol;Acc:MGI:3781903]"
"25353","ENSMUSG00000064783","Gm22684","19","snoRNA","predicted gene, 22684 [Source:MGI Symbol;Acc:MGI:5452461]"
"25354","ENSMUSG00000118067","Gm32629","19","lncRNA","predicted gene, 32629 [Source:MGI Symbol;Acc:MGI:5591788]"
"25355","ENSMUSG00000094732","1500015L24Rik","19","lncRNA","RIKEN cDNA 1500015L24 gene [Source:MGI Symbol;Acc:MGI:1916244]"
"25356","ENSMUSG00000024659","Anxa1","19","protein_coding","annexin A1 [Source:MGI Symbol;Acc:MGI:96819]"
